id,corporate_no,name,name_norm,kura_name,prefecture,city,address,founded_year,website,category,description,description_generated,status,confidence,source_id,evidence,created_at,updated_at,latitude,longitude,founding_year,visitation_allowed,shop_available
1382,,藤市酒造株式会社,藤市酒造,,愛知県,稲沢市,稲沢市稲葉3-4-30,1872,https://www.saketime.com/breweries/1382,sake,愛知県稲沢市に蔵を構える藤市酒造株式会社は、明治5年（1872年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な木曽川・矢作川水系伏流水（軟水）を使用し、丹波杜氏・越後杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,創業明治５年、愛知県北西部の稲沢市に位置し古くは美濃路の稲葉宿にある。豊かな良質の木曽川の伏流水に恵,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1796,136.9008,1872,0,0
1383,,内藤醸造株式会社,内藤醸造,,愛知県,稲沢市,稲沢市祖父江町甲新田高須賀52-1,1826,http://www.naitojouzou.com/,sake,愛知県稲沢市に蔵を構える内藤醸造株式会社は、文政9年（1826年）創業の歴史を誇る老舗酒蔵です。RyuSaki（隆咲）独自酵母 七醸焼という名前は、精巧で独創的な七醸技術に由来します。内藤の職人技は、伝統的な技法と現代的な革新技術を融合させます。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,当社は濃尾平野のほぼ中央に位置し、愛知県西部を流れる木曽川に隣接しており、肥沃な大地と豊かな水に恵ま,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1813,136.9039,1826,0,0
1384,,長珍酒造株式会社,長珍酒造,,愛知県,津島市,津島市本町3-62,1910,https://www.saketime.com/breweries/1384,sake,愛知県津島市に蔵を構える長珍酒造株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な木曽川・矢作川水系伏流水（軟水）を使用し、丹波杜氏・越後杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,創業江戸時代後期、初代から「量より質」を追求する精神は代々受け継がれ鑑評会には数多くの賞を戴いてまい,2026-07-05 12:09:11,2026-08-02 06:37:42,35.183,136.907,1910,0,0
1385,,鶴見酒造株式会社,鶴見酒造,,愛知県,津島市,津島市百町字旭46,1873,https://www.tsurumi-jp.com/,sake,愛知県津島市に蔵を構える鶴見酒造株式会社は、明治6年（1873年）創業の歴史を誇る老舗酒蔵です。歴史が息づく土地だから生まれた、伝統の銘酒。雑味の無い、まろやかな酒造りを追求して、最高峰として知られる「兵庫県産特A地区山田錦」を100%使う贅沢さが「我山」と「山荘」のこだわり。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,木曽川の伏流水に恵まれ、水運の拠点として栄えた港町「尾張津島」で、染物業を営んでいた初代が1873年,2026-07-05 12:09:11,2026-08-02 06:37:41,35.1847,136.9101,1873,0,0
1386,,水谷酒造株式会社,水谷酒造,,愛知県,愛西市,愛西市鷹場町久田山12,1910,https://www.mizutanishuzou.jp/,sake,愛知県愛西市に蔵を構える水谷酒造株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。受け継いだ想いと技を、一本一本のお酒に込めて。来訪者を心地よく迎える江戸末期創業の酒蔵。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,創業江戸時代末期、伝統的な手造りで、甘口の酒を中心に、口当たりよくほのかな香りと旨みのある酒造りに取,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1864,136.9132,1910,0,0
1387,,渡辺酒造株式会社,渡辺酒造,,愛知県,愛西市,愛西市草平町道下83,2025,https://sake-kotobuki.com/,sake,愛知県愛西市に位置する渡辺酒造株式会社は、令和7年（2025年）に創業しました。創業以来受け継いできた酒造りへの想いはそのままに、今後は「弥栄の酒 寿」を中心に、より一層日本酒文化の発展に努めてまいります。七代目杜氏・渡辺秀幸が160年受け継がれた技と心を注ぎ込み、この地にしか出せない優雅な味わいを完成させました。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,愛知県愛西市にて酒造りを営む渡辺酒造は、創業160年の歴史を礎に、2025年より「造る酒は一つ」とい,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1881,136.9163,2025,0,0
1388,,山忠本家酒造株式会社,山忠本家酒造,,愛知県,愛西市,愛西市日置町1813,1910,https://gikyo.net/,sake,愛知県愛西市に蔵を構える山忠本家酒造株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な木曽川・矢作川水系伏流水（軟水）を使用し、丹波杜氏・越後杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,「飲んで美味い酒」を醸すべく、原料米に強いこだわりを持ち、地下200メートルから汲み上げた木曽御岳地,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1898,136.8994,1910,0,0
1389,3110001013702,青木酒造株式会社,青木酒造,,愛知県,愛西市,愛西市本部田町本西60,1805,https://yamahai.co.jp/,sake,茨城県古河市に蔵を構える青木酒造株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な巻機山伏流水（軟水）を使用し、越後杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,創業文化2年(1805年)よりがんこなまでに味のあるお酒にこだわり、山廃仕込を主として食事をしながら,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1715,136.9025,1805,0,0
1390,,甘強酒造株式会社,甘強酒造,,愛知県,海部郡蟹江町,海部郡蟹江町城4-1,1910,https://www.kankyo-shuzo.co.jp/,sake,愛知県海部郡蟹江町に蔵を構える甘強酒造株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。敷地内には、今でも歴史を感じさせる伝統的な建物が残っています。初代山田平八が濃尾平野で収穫される豊富なもち米を原料とし、縦横にはしるクリークによる便利な舟運を利用して みりんの製造を始めたのが最初です。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,水郷のまち、愛知県蟹江町で文久2年に創業、以来160年の時を刻んできました。初代山田平八が濃尾平野で,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1732,136.9056,1910,0,0
1391,,山田酒造株式会社,山田酒造,,愛知県,海部郡蟹江町,海部郡蟹江町大字須成1245,1871,http://yamadashuzo.com/,sake,愛知県海部郡蟹江町に蔵を構える山田酒造株式会社は、明治4年（1871年）創業の歴史を誇る老舗酒蔵です。愛知・岐阜の蔵元が3日間で50蔵出店し、総勢140銘柄以上のお酒が堪能できます。銘柄「醉泉」「最愛」は伝統製法で濃醇で骨太なキレのある味わい 山廃仕込みの日本酒は速醸酛造りのものと比べ、酵母を繁殖させるために時間がかかります。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,当社は明治4年(西暦1871年)に名古屋市の西部に隣接する海部郡蟹江町須成にて創業し以来酒造りに適し,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1749,136.9087,1871,0,0
1392,7180001072978,中埜酒造株式会社,中埜酒造,,愛知県,半田市,半田市東本町2-24,1844,https://www.nakanoshuzou.jp/,sake,愛知県半田市に蔵を構える中埜酒造株式会社は、弘化元年（1844年）創業の歴史を誇る老舗酒蔵です。銘醸地・知多半田の地酒として多くの方に愛されてきた、伝統と革新が織りなす上質な味わいです。伝統的な酒造りの道具や、日本酒の歴史にまつわる資料を展示している施設です。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,江戸時代（1844年）に誕生した「國盛」は、「国の繁栄を願い、それとともに我が酒の盛んなること」を願,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1766,136.9118,1844,0,0
1393,,盛田金しゃち酒造株式会社,盛田金しゃち酒造,,愛知県,半田市,半田市亀崎町9-112,2010,https://www.kinshachi.co.jp/,sake,愛知県半田市に位置する盛田金しゃち酒造株式会社は、平成22年（2010年）に創業しました。仕込み水には良質な木曽川・矢作川水系伏流水（軟水）を使用し、丹波杜氏・越後杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,愛知県半田・亀崎はかつて江戸時代に「中国酒」として隆盛を極めた銘醸地であり、平成22年2月より弊社が,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1783,136.9149,2010,0,0
1394,,丸一酒造株式会社,丸一酒造,,愛知県,知多郡阿久比町,知多郡阿久比町大字植大字西廻間11,1910,http://sake01.co.jp/,sake,愛知県知多郡阿久比町に蔵を構える丸一酒造株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。その最中、初代当主新美一郎により丸一酒造は創業され、現代にいたるまで阿久比の肥沃な大地と水質を生かした酒造りを続けております。創業時より伝わる井戸水を使用 昔から阿久比町は蛍の里と言われるように、豊富で清らかな地下水に恵まれています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,"阿久比米と蛍の里として知られる知多郡阿久比町は、古くから良質な米の産地として知られています｡
また蛍",2026-07-05 12:09:11,2026-08-02 06:37:42,35.18,136.898,1910,0,0
1395,,原田酒造合資会社,原田酒造,,愛知県,知多郡東浦町,知多郡東浦町大字生路字坂下29,1910,http://www.ikujii.co.jp/,sake,愛知県知多郡東浦町に蔵を構える原田酒造合資会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。原田酒造 - 愛知県東浦町で酒蔵、日本酒製造、生道井、於大の酒造メーカーです 純米大吟醸　生道井　山田錦 純米大吟醸　生道井　夢吟香 創業は、安政二年（一八五五年）。昔ながらの杉の甑（こしき）で蒸し米をふかし、適切な温度管理で醪（もろみ）を成熟させる手造りにこだわっています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,人は喜び、悲しみ、出逢い、別れの度あるごとに酒を飲むようになりました。そして今日まで日本の文化と共に,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1817,136.9011,1910,0,0
1396,,澤田酒造株式会社,沢田酒造,,愛知県,常滑市,常滑市古場町4-10,1969,https://hakurou.com/,sake,愛知県常滑市に位置する澤田酒造株式会社は、昭和44年（1969年）に創業しました。それは、米の旨さを引き出し、濃醇でありながら雑味を出さないようにするには、古いけれど伝統の方法が一番と考えているからです。当社では、最高級の兵庫県特A地区「東条 山田錦」をはじめ、北陸産「五百万石」、広島県産「八反錦・千本錦」、そして地元で契約栽培する愛知県産「若水・夢吟香」などの酒造好適米を使用しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,嘉永元年(1848)、水質がよく船便に恵まれた常滑の現在地に創業しました。明治時代には、酒の腐造を防,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1834,136.9042,1969,0,0
1397,7180001073003,盛田株式会社,盛田,,愛知県,常滑市,常滑市小鈴谷字亀井戸21-1,1910,http://moritakk.com/,sake,愛知県常滑市に蔵を構える盛田株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。天然醸造蔵木桶仕込みの長期熟成の商品など、伝統が息づくラインアップ。清酒「ねのひ」の醸造技術を活かした醸造調味料です。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,"盛田では、温暖な気候である知多半島・小鈴谷の地で、1665年（寛文５年）より酒造りを続けています。
",2026-07-05 12:09:11,2026-08-02 06:37:42,35.1851,136.9073,1910,0,0
1398,,伊東株式会社,伊東,,愛知県,半田市,半田市亀崎町9-108-1,2000,https://shikishima-ito.com/,sake,愛知県半田市に位置する伊東株式会社は、平成12年（2000年）に創業しました。仕込み水に用いている豊富な井戸水は、ミネラルを多く含み、酵母の育成にも良い影響を与え、敷嶋独特のキレの良さをもたらしています。そのためにお米をしっかりと溶かして食事の味を受け止められるだけの厚みを出しながら、上質な酸、そして良質な仕込み水に由来す るミネラル感で〆るお酒を造っています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,「敷嶋」とは愛知県半田市亀崎町の伊東合資会社にて製造されていた日本酒です。伊東合資会社は天明8年（1,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1868,136.9104,2000,0,0
1399,,永井治一郎,永井治一郎,,愛知県,碧南市,碧南市志貴町2-90,1910,https://www.nagaisyuzou.com/,sake,愛知県碧南市に蔵を構える永井治一郎は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。Start content １５０年余り続く伝統の地酒 慶応２年（1866）の開業以来１５０年余り「おいしい」「旨い」といわれる品質を第一と考え、 良質な硬水の自家井泉と厳選した酒造好適米「山田錦」を用いて、丁寧にお酒を造っています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.75,kumiai_aichi_detail,慶応二年(1866)に初代永井治郎平が、三州碧海郡棚尾村(碧南市棚尾本町)にて清酒製造業を始めました,2026-07-05 12:09:11,2026-08-02 06:37:41,35.1885,136.9135,1910,0,0
1400,,神杉酒造株式会社,神杉酒造,,愛知県,安城市,安城市明治本町20-5,1805,http://www.kamisugi.co.jp/,sake,愛知県安城市に蔵を構える神杉酒造株式会社は、文化2年（1805年）創業の歴史を誇る老舗酒蔵です。創業1805年（文化2年）以来、伝統と心と技をもって丹精込めた清酒醸造を目指しています。米へのこだわり／神杉の酒 - 酒は愛知県安城市の神杉酒造 酒は愛知県安城市の神杉酒造。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,創業は文化弐年(1805年)。神杉という名称とその由来は、第七代杉本庄兵衛が、醸造の神様として信仰を,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1702,136.8966,1805,0,0
1401,,相生ユニビオ株式会社,相生ユニビオ,,愛知県,西尾市,西尾市下町丸山5,1954,https://unibio.jp/,sake,愛知県西尾市に位置する相生ユニビオ株式会社は、昭和29年（1954年）に創業しました。原料を厳選し、明治5年創業より培った職人の技と伝統の旧式製法で丁寧に造り上げています。科学技術や添加物では決して作り出せない 「琥珀色の輝き」や「豊潤でふくよかな味わい」こそ、 私たちが大切にする伝統の味です。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,明治5年の創業以来弊社はみりん造りを中心に食文化の担い手として様々な酒類、調味料を全国の皆様に発信し,2026-07-05 12:09:11,2026-08-02 06:37:41,35.1719,136.8997,1954,0,0
1402,,山﨑合資会社,山崎,,愛知県,西尾市,西尾市西幡豆町柿田57,1910,https://www.sonnoh.co.jp/,sake,愛知県西尾市に蔵を構える山﨑合資会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な木曽川・矢作川水系伏流水（軟水）を使用し、丹波杜氏・越後杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,当蔵のある西尾市の幡豆地区は三河湾国定公園の中心にあり、眼前に広がる大海原には“前島”“沖ノ島”とい,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1736,136.9028,1910,0,0
1403,,丸石醸造株式会社,丸石醸造,,愛知県,岡崎市,岡崎市中町6-3-3,1910,https://014.co.jp/,sake,愛知県岡崎市に蔵を構える丸石醸造株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。丸石の歴史は、初代にあたる投町三太夫が江戸活況の中、西から江戸へ続く東海道の往来により酒造りを伝え聞き、農地を得て大量の保有米を酒造りに生かし１６９０年に酒造業を興した事により始まりました。創業以来いろいろな事業を興す中で、始まりから今に続くものは唯一「日本酒」を造ること。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,丸石醸造株式会社は徳川家康公生誕の地であり、豊かな山と清らかな川に包まれた歴史と自然にあふれる岡崎に,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1753,136.9059,1910,0,0
1404,,合資会社柴田酒造場,柴田酒造場,,愛知県,岡崎市,岡崎市保久町字神水39,1830,https://www.shibatabrewery.com/,sake,愛知県岡崎市に蔵を構える合資会社柴田酒造場は、天保元年（1830年）創業の歴史を誇る老舗酒蔵です。柴田酒造場のある岡崎市保久町神水という地名の由来でもある、山から湧出する天然の井戸水「神水」を、洗米から仕込みにいたるまで酒造りの全工程に使用しています。当蔵の酒の味わいの源は、まさにこの仕込み水にあります。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,創業1830年より、山深く清流の里に蔵を構え、自然豊かな抜群の環境と、清冽な井戸水を仕込み水に、厳選,2026-07-05 12:09:11,2026-08-02 06:37:42,35.177,136.909,1830,0,0
1405,,豊田酒造株式会社,豊田酒造,,愛知県,豊田市,豊田市喜多町5-2-12,1923,https://toyota-shuzo.co.jp/,sake,愛知県豊田市に蔵を構える豊田酒造株式会社は、大正12年（1923年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な木曽川・矢作川水系伏流水（軟水）を使用し、丹波杜氏・越後杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,愛知県豊田市の中心地、名鉄豊田市駅より豊田スタジアム方面に徒歩5分の場所で大正12年より創業しており,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1787,136.9121,1923,0,0
1406,,浦野合資会社,浦野,,愛知県,豊田市,豊田市四郷町下古屋48,1864,https://www.kikuishi.com/,sake,愛知県豊田市に蔵を構える浦野合資会社は、元治元年（1864年）創業の歴史を誇る老舗酒蔵です。元治元年（1864年）三河の霊峰・猿投山の天然記念物「菊石」の名を崇敬する猿投神社より拝受し、代表銘柄として猿投村（現：豊田市）に創業致しました。以来160年、伝統的な手造りの味を大切にしながら、多くの皆様と地酒を通じて出会える新たな機会を試みています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,元治元年（1864年）愛知県豊田市北部の霊峰・猿投山の麓で創業。代表銘柄「菊石」は猿投山の天然記念物,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1804,136.9152,1864,0,0
1407,,中垣酒造株式会社,中垣酒造,,愛知県,豊田市,豊田市有間町下平10,1900,https://r.goope.jp/nakagaki-syuzo/,sake,愛知県豊田市に蔵を構える中垣酒造株式会社は、明治33年（1900年）創業の歴史を誇る老舗酒蔵です。創業時より「甘口であり旨口の清酒を醸す」をコンセプトに、 代表ブランド賜冠（シカン）を製造・販売しております。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,弊社は明治33年(西暦1900年)の創業です。愛知県の北部に位置し、岐阜県との県境にあります。回りは,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1821,136.8983,1900,0,0
1408,,福井酒造株式会社,福井酒造,,愛知県,豊橋市,豊橋市中浜町214,1910,https://www.fukui-syuzo.co.jp/,sake,愛知県豊橋市に蔵を構える福井酒造株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。酒造好適米「夢吟香」を40%まで磨き、低温で醸造した純米大吟醸の中汲みの原酒です。お米のコクと味わい深さを出した吟醸造りの純米酒。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.92,kumiai_aichi_detail,明年、創業100年を迎える弊社は、独自の酒造技術の開発も続けると共に、従来の酒造技術の伝承も大切にし,2026-07-05 12:09:11,2026-08-02 06:37:42,35.1838,136.9014,1910,0,0
1409,,関谷醸造株式会社,関谷醸造,,愛知県,北設楽郡設楽町,北設楽郡設楽町田口字町浦22,1864,https://www.houraisen.co.jp/,sake,愛知県北設楽郡設楽町に蔵を構える関谷醸造株式会社は、元治元年（1864年）創業の歴史を誇る老舗酒蔵です。関谷醸造は元治元年（一八六四年）に、 自然豊かな、愛知県設楽町にて創業しました。以来、日本酒の可能性を柔軟に追求し、 伝統の技と革新的な技術を用いた、 高品質の酒造りを行っています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,1.0,kumiai_aichi_detail,"元治元年（1864年）創業の愛知県奥三河の蔵元。「蓬莱泉」の酒銘で知られる。
原料米を自社で精米する",2026-07-05 12:09:11,2026-08-02 06:37:42,35.1855,136.9045,1864,0,0
1840,,三和酒造株式会社,三和酒造,,静岡県,静岡市清水区,静岡市清水区西久保501-10,1686,http://garyubai.com,sake,鹿児島県鹿児島市に蔵を構える三和酒造株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。創業当時の商品は、ラベルに気品高く幸運のシンボルとして親しまれている「鶴」を三羽配し、 長寿の象徴の「鶴」にあやかり商品が末長く愛されるよう 「三和鶴」と命名されました。その誕生から約５０年後、創業地の鹿児島県薩摩川内市から眼下に雄大な桜島を拝する鹿児島市に拠点を移し、昔ながらの製法である甕壺仕込みと木樽蒸留にこだわった蔵として、焼酎造りを続けています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.95,kumiai_shizuoka_detail,社　名：三和酒造株式会社 / 住　所：静岡市清水区西久保501-10 / 創　業：貞享3年（1686,2026-07-05 12:09:11,2026-08-02 06:37:42,34.9736,138.3768,1686,0,0
1841,,浜松酒造株式会社,浜松酒造,,静岡県,浜松市中区,浜松市中区天神町3-57,1871,http://hamamatsushuzo.com/,sake,静岡県浜松市中区に蔵を構える浜松酒造株式会社は、明治4年（1871年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な富士山・南アルプス・大井川伏流水（軟水）を使用し、能登杜氏・静岡杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.95,kumiai_shizuoka_detail,社　名：浜松酒造株式会社 / 住　所：浜松市中区天神町3-57 / 創　業：明治4年（1871年） ,2026-07-05 12:09:11,2026-08-02 06:37:42,34.9753,138.3799,1871,0,0
1842,,花の舞酒造株式会社,花の舞酒造,,静岡県,浜松市浜北区,浜松市浜北区宮口632,1864,http://www.rakuten.ne.jp/gold/hananomai/,sake,静岡県浜松市浜北区に蔵を構える花の舞酒造株式会社は、元治元年（1864年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な富士山・南アルプス・大井川伏流水（軟水）を使用し、能登杜氏・静岡杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.95,kumiai_shizuoka_detail,社　名：花の舞酒造株式会社 / 住　所：浜松市浜北区宮口632 / 創　業：元治元年（1864年） ,2026-07-05 12:09:11,2026-08-02 06:37:42,34.977,138.383,1864,0,0
1843,,磯自慢酒造株式会社,磯自慢酒造,,静岡県,焼津市,焼津市鰯ヶ島307,1830,https://www.isojiman-sake.jp/,sake,静岡県焼津市に蔵を構える磯自慢酒造株式会社は、天保元年（1830年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な富士山・南アルプス・大井川伏流水（軟水）を使用し、能登杜氏・静岡杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,1.0,kumiai_shizuoka_detail,社　名：磯自慢酒造株式会社 / 住　所：焼津市鰯ヶ島307 / 創　業：天保元年（1830年） / ,2026-07-05 12:09:11,2026-08-02 06:37:42,34.9787,138.3861,1830,0,0
1844,,株式会社神沢川酒造場,神沢川酒造場,,静岡県,静岡市清水区,静岡市清水区由比181,1912,http://www.kanzawagawa.co.jp/,sake,静岡県静岡市清水区に蔵を構える株式会社神沢川酒造場は、大正元年（1912年）創業の歴史を誇る老舗酒蔵です。米は優良な原料米を厳選 神沢川の水に合う米を厳選し、数種の銘柄を使い分けます。「山田錦」「吟ぎんが」「雄町」など銘柄によって産地を決め、平成17年からは静岡県開発の酒造好適米「誉富士」も使用しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.95,kumiai_shizuoka_detail,社　名：株式会社神沢川酒造場 / 住　所：静岡市清水区由比181 / 創　業：大正元年（1912年）,2026-07-05 12:09:11,2026-08-02 06:37:42,34.9804,138.3892,1912,0,0
1845,,株式会社志太泉酒造,志太泉酒造,,静岡県,藤枝市,藤枝市宮原423番地22の1,1882,http://shidaizumi.com/,sake,静岡県藤枝市に蔵を構える株式会社志太泉酒造は、明治15年（1882年）創業の歴史を誇る老舗酒蔵です。志太泉は、明治15年初代「望月久作」が、創業しました。はやくから吟醸造りに取り組み、昭和35年4月には、吟醸酒「白鷺」として発売を開始しました。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.95,kumiai_shizuoka_detail,社　名：株式会社 志太泉酒造 / 住　所：藤枝市宮原423番地22の1 / 創　業：明治15年（18,2026-07-05 12:09:11,2026-08-02 06:37:42,34.9821,138.3923,1882,0,0
1846,,万大醸造合資会社,万大醸造,,静岡県,伊豆市,伊豆市年川34,1935,https://izu-bandai.com/,sake,静岡県伊豆市に位置する万大醸造合資会社は、昭和10年（1935年）に創業しました。万大醸造合資会社 伊豆唯一の酒蔵の公式サイト 伊豆の地酒をご堪能下さい。歴史と風土をお酒に込めて 万大醸造にアクセスしていただき誠にありがとうございます。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.95,kumiai_shizuoka_detail,社　名：万大醸造合資会社 / 住　所：伊豆市年川34 / 創　業：昭和10年（1935年） / 銘柄,2026-07-05 12:09:11,2026-08-02 06:37:42,34.9838,138.3754,1935,0,0
1847,,株式会社大村屋酒造場,大村屋酒造場,,静岡県,島田市,島田市本通1-1-8,1832,https://www.saketime.com/breweries/1847,sake,静岡県島田市に蔵を構える株式会社大村屋酒造場は、天保3年（1832年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な富士山・南アルプス・大井川伏流水（軟水）を使用し、能登杜氏・静岡杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.95,kumiai_shizuoka_detail,社　名：株式会社大村屋酒造場 / 住　所：島田市本通1-1-8 / 創　業：天保3年（1832年） ,2026-07-05 12:09:11,2026-08-02 06:37:42,34.9855,138.3785,1832,0,0
